800.0	0.0
799.7943173617219	10.061103041221141
799.1774653270147	20.109868882296354
798.150031342859	30.133972617263666
796.712993843081	40.121113916368074
794.8677212823059	50.05902928377483
792.6159707848352	59.93550427884797
789.9598864097762	69.73838568890551
786.9019970341442	79.45559364141018
783.445213856029	89.07513364361508
779.5928275202946	98.58510853775478
775.3485048696534	107.97373035995626
770.7162853243293	117.2293320911393
765.7005768938878	126.3403792882825
760.3061518251764	135.2954815845496
754.5381418906812	144.08340404690048
748.4020333219548	152.69307837995188
741.9036613931282	161.11361396500567
735.0492046598614	169.33430872332386
727.8451788594282	177.3446597929055
720.2984304779693	185.1343740082036
712.4161299912727	192.69337817241527
704.2057647857623	200.0118291121833
695.6751317667017	207.08012350476383
686.8323296609135	213.88890746793763
677.6857510216304	220.42908590317867
668.2440739433832	226.69183158283764
658.516253495116	232.66859397235012
648.5115128800012	238.3511077787423
638.2393343306929	243.73140121697705
627.7094497490267	248.80180398596272
616.9318310994133	253.5549549463334
605.9166805654324	257.98380949240527
594.6744204793556	262.0816466110153
583.2156830345563	265.84207562025824
571.5512997909801	269.2590425814554
559.6922909840524	272.3268363780096
547.6498546475923	275.0400944551335
535.4353555614904	277.3938082147698
523.0603140350773	279.38332806036647
510.5363945372751	281.004368086514
497.8753941847715	282.2530104088042
485.0892310996024	283.1257091296245
472.1899326476511	283.61929393596324
459.18962356969865	283.73097332566476
446.10051401675497	283.4583374589391
432.9348875015055	282.79936063230554
419.7050887777861	281.7524033725162
406.423511660068	280.3162141483896
393.102586795	278.4899306988549
379.7547693970965	276.27308097589145
366.39252696069815	273.6655837014267
353.02832696035813	270.66774853763985
339.6746245518098	267.2802758704964
326.34385028568215	263.5042562067277
313.04839784610806	259.34116918484546
299.8006118263493	254.79288220116652
286.61277555352586	249.86164865220326
273.4970989744886	244.55010579515485
260.4657066148099	238.86127222860887
247.5306256228025	232.79854499594472
234.7037739103836	226.3656963142961
221.99694840251283	219.56686993230647
209.4218134068211	212.40657712027397
196.98988911492899	204.88969229664758
184.71254024682614	197.02144829519716
172.60096484953675	188.80743127753271
160.666183261147	180.2535752959997
148.9190272511079	171.36615651232617
137.37012934754674	162.15178707773163
126.0299123621435	152.61740868054866
114.90857912292701	142.77028576773372
104.0161024251408	132.61799844696503
93.36221521011812	122.16843507634593
82.95640098187162	111.42978454903479
72.80788447087613	100.4105282804304
62.92562255427376	89.11943190583126
53.31829544147774	77.56553669677562
43.99429813389011	65.75815070454652
34.96173216717747	53.70683963959829
26.228397644266483	41.421417495916685
17.801785566938488	28.911936929584442
9.689070473601458	16.1886794010592
1.8971033905206298	3.2621450909125045
-5.567594896526725	-9.856957401005767
-12.698840243518383	-23.15772156279116
-19.49079121604915	-36.62905367371113
-25.937954817789997	-50.25968369285499
-32.03519187388021	-64.03817632244066
-37.77772206393144	-77.95294223484163
-43.161128599670405	-91.99224945223946
-48.18136254259375	-106.14423486764602
-52.83474675736993	-120.39691589591087
-57.11797949707907	-134.73820224319186
-61.02813761674958	-149.15590778325978
-64.56267941201325	-163.63776252888826
-67.71944708007588	-178.1714246865001
-70.49666880057121	-192.74449278215144
-72.89296043424247	-207.3445178468642
-74.90732683777424	-221.95901564926191
-76.53916279347631	-236.5754789634163
-77.7882535529026	-251.18138985977504
-78.6547749938693	-265.76423200701885
-79.13929339072004	-280.3115029726913
-79.24276479806635	-294.81072651043405
-78.96653404861593	-309.24946482168446
-78.31233336608135	-323.6153307797118
-77.2822805945437	-337.8960001039101
-75.87887704602379	-352.0792234723071
-74.10500496839182	-366.15283856031687
-71.96392463612241	-380.10478199384045
-69.45927106677213	-393.92310120488304
-66.59505036643228	-407.5959661779846
-63.375635707768915	-421.1116810758377
-59.805762944633166	-434.4586957326059
-55.89052586757916	-447.62561700357867
-51.6353711049833	-460.6012199599437
